1,36,5,start
1,36,5,raw.profile.time,7255
1,36,5,coarse-grained.profile.time,31086
1,36,5,coarse-grained.profile.number,2048
1,36,5,coarse-grained.profile.size,13320
1,36,5,fine-grained.profile.time,282582
1,36,5,fine-grained.profile.size,156588
1,36,5,fine-grained.profile.number,75870
1,36,5,fine-grained.preprocess.size,15328224
1,36,5,fine-grained.preprocess.time,17647
1,36,5,fine-grained.preprocess.number,747
1,36,5,fine-grained.preprocess.time_p,16852.0
1,36,5,fine-grained.mine.size,37888
1,36,5,fine-grained.mine.time,85
1,36,5,boost.includes,-sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.lang.Integer-createInteger-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.lang.Double-createDouble-java.lang.String--
1,36,5,boost.profile.number,4
1,36,5,boost.profile.time,25396
1,36,5,boost.profile.size,6808
1,36,5,boost.preprocess.size,362144
1,36,5,boost.preprocess.time,1300
1,36,5,boost.preprocess.number,2
1,36,5,boost.preprocess.time_p,704.0
1,36,5,boost.mine.size,21216
1,36,5,boost.mine.time,88
1,36,5,prune.theta,0.011957
1,36,5,prune.includes,-sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.lang.Integer-createInteger-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.lang.Double-createDouble-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.lang.Float-createFloat-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.math.BigInteger-createBigInteger-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.math.BigDecimal-createBigDecimal-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--boolean-isAllZeros-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.lang.Number-createNumber-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.lang.Long-createLong-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--boolean-isDigits-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.StringUtils--boolean-isBlank-java.lang.CharSequence-- -sampler-include-method=-org.apache.commons.lang3.StringUtils--boolean-isEmpty-java.lang.CharSequence--
1,36,5,prune.includes_diff,-sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.lang.Float-createFloat-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.math.BigInteger-createBigInteger-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.math.BigDecimal-createBigDecimal-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--boolean-isAllZeros-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.lang.Number-createNumber-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.lang.Long-createLong-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--boolean-isDigits-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.StringUtils--boolean-isBlank-java.lang.CharSequence-- -sampler-include-method=-org.apache.commons.lang3.StringUtils--boolean-isEmpty-java.lang.CharSequence--
1,36,5,prune_s.profile.number,1124
1,36,5,prune_s.profile.time,20667
1,36,5,prune_s.profile.size,6804
1,36,5,prune.profile.number,1128
1,36,5,prune.profile.time,24329
1,36,5,prune.profile.size,6804
1,36,5,prune.preprocess.size,2278368
1,36,5,prune.preprocess.time,4305
1,36,5,prune.preprocess.number,279
1,36,5,prune.preprocess.time_p,3704.0
1,36,5,prune.mine.size,28176
1,36,5,prune.mine.time,90
1,36,5,end
