space,8_-,1,start
space,8_-,1,coarse-grained.profile.time,8012
space,8_-,1,coarse-grained.profile.size,5036
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v8/v8_c.sites
space,8_-,1,coarse-grained.profile.number,136
space,8_-,1,fine-grained.profile.time,75808
space,8_-,1,fine-grained.profile.size,569404
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v8/v8_f.sites
space,8_-,1,fine-grained.profile.number,459130
space,8_-,1,fine-grained.preprocess.size,1938072
space,8_-,1,fine-grained.preprocess.time,104003
space,8_-,1,fine-grained.preprocess.number,5016 
space,8_-,1,fine-grained.preprocess.time_p,103716.0
space,8_-,1,fine-grained.mine.size,5832
space,8_-,1,fine-grained.mine.time,108463
space,8_-,1,boost,0.05
space,8_-,1,boost.functions.count,4
space,8_-,1,boost.includes,-sampler-include-method=extremes -sampler-include-method=pqlimits -sampler-include-method=secorpha -sampler-include-method=sgrpha2n
space,8_-,1,boost.preprocess.size,313156
space,8_-,1,boost.preprocess.time,1625
space,8_-,1,boost.preprocess.number,366 
space,8_-,1,boost.preprocess.time_p,1494.0
space,8_-,1,boost.mine.size,5792
space,8_-,1,boost.mine.time,1965
space,8_-,1,theta,0.293763
space,8_-,1,prune.functions.count,61
space,8_-,1,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=angunit -sampler-include-method=angval -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=extremes -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=pqlimits -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=secorpha -sampler-include-method=sgrpha2n -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,8_-,1,prune.preprocess.size,1689208
space,8_-,1,prune.preprocess.time,50476
space,8_-,1,prune.preprocess.number,3858 
space,8_-,1,prune.preprocess.time_p,50239.0
space,8_-,1,prune.mine.size,5948
space,8_-,1,prune.mine.time,82025
space,8_-,1,boost.profile.time,9227
space,8_-,1,boost.profile.size,15020
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v8/v8_b.sites
space,8_-,1,boost.profile.number,7940
space,8_-,1,prune-minus-boost.profile.time,37903
space,8_-,1,prune-minus-boost.profile.size,229888
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v8/v8_pmb.sites
space,8_-,1,prune-minus-boost.profile.number,181456
space,8_-,1,end
