space,17_-,5,start
space,17_-,5,fine-grained.preprocess.size,1957068
space,17_-,5,fine-grained.preprocess.time,129060
space,17_-,5,fine-grained.preprocess.number,8169 
space,17_-,5,fine-grained.preprocess.time_p,128818.99999999999
space,17_-,5,fine-grained.mine.size,5792
space,17_-,5,fine-grained.mine.time,65212
space,17_-,5,boost,0.05
space,17_-,5,boost.functions.count,13
space,17_-,5,boost.includes,-sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=grwrite -sampler-include-method=intmax -sampler-include-method=intmin -sampler-include-method=linpol -sampler-include-method=mksblock -sampler-include-method=polor -sampler-include-method=sgrampun -sampler-include-method=sgrphaun -sampler-include-method=simamp -sampler-include-method=simpha -sampler-include-method=simpol
space,17_-,5,boost.preprocess.size,1093692
space,17_-,5,boost.preprocess.time,2491
space,17_-,5,boost.preprocess.number,619 
space,17_-,5,boost.preprocess.time_p,2296.0
space,17_-,5,boost.mine.size,5828
space,17_-,5,boost.mine.time,1894
space,17_-,5,theta,0.287557
space,17_-,5,prune.functions.count,61
space,17_-,5,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=angunit -sampler-include-method=angval -sampler-include-method=blockdef -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=linpol -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polor -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=sgrampun -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,17_-,5,prune.preprocess.size,1677700
space,17_-,5,prune.preprocess.time,39920
space,17_-,5,prune.preprocess.number,3845 
space,17_-,5,prune.preprocess.time_p,39713.0
space,17_-,5,prune.mine.size,5844
space,17_-,5,prune.mine.time,46229
space,17_-,5,boost.profile.time,9612
space,17_-,5,boost.profile.size,8561
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v17/v17_b.sites
space,17_-,5,boost.profile.number,6596
space,17_-,5,prune.profile.time,42640
space,17_-,5,prune.profile.size,240598
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v17/v17_p.sites
space,17_-,5,prune.profile.number,191934
space,17_-,5,prune-minus-boost.profile.time,40625
space,17_-,5,prune-minus-boost.profile.size,219209
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v17/v17_pmb.sites
space,17_-,5,prune-minus-boost.profile.number,174488
space,17_-,5,end
