space,29_-,1,start
space,29_-,1,coarse-grained.profile.time,7856
space,29_-,1,coarse-grained.profile.size,524
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v29/v29_c.sites
space,29_-,1,coarse-grained.profile.number,136
space,29_-,1,fine-grained.profile.time,75808
space,29_-,1,fine-grained.profile.size,567252
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v29/v29_f.sites
space,29_-,1,fine-grained.profile.number,459134
space,29_-,1,fine-grained.preprocess.size,1888800
space,29_-,1,fine-grained.preprocess.time,60443
space,29_-,1,fine-grained.preprocess.number,2985 
space,29_-,1,fine-grained.preprocess.time_p,60155.0
space,29_-,1,fine-grained.mine.size,5916
space,29_-,1,fine-grained.mine.time,19011
space,29_-,1,boost,0.05
space,29_-,1,boost.functions.count,3
space,29_-,1,boost.includes,-sampler-include-method=parserro -sampler-include-method=secoramp -sampler-include-method=unifamp
space,29_-,1,boost.preprocess.size,177300
space,29_-,1,boost.preprocess.time,1050
space,29_-,1,boost.preprocess.number,120 
space,29_-,1,boost.preprocess.time_p,937.0
space,29_-,1,boost.mine.size,5788
space,29_-,1,boost.mine.time,1657
space,29_-,1,theta,0.391068
space,29_-,1,prune.functions.count,40
space,29_-,1,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=adremdef -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp
space,29_-,1,prune.preprocess.size,1594548
space,29_-,1,prune.preprocess.time,20045
space,29_-,1,prune.preprocess.number,2299 
space,29_-,1,prune.preprocess.time_p,19748.0
space,29_-,1,prune.mine.size,5820
space,29_-,1,prune.mine.time,18882
space,29_-,1,boost.profile.time,9516
space,29_-,1,boost.profile.size,6468
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v29/v29_b.sites
space,29_-,1,boost.profile.number,4950
space,29_-,1,prune.profile.time,35894
space,29_-,1,prune.profile.size,170752
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v29/v29_p.sites
space,29_-,1,prune.profile.number,134888
space,29_-,1,prune-minus-boost.profile.time,34050
space,29_-,1,prune-minus-boost.profile.size,162477
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v29/v29_pmb.sites
space,29_-,1,prune-minus-boost.profile.number,128198
space,29_-,1,end
