space,18_-,1,start
space,18_-,1,coarse-grained.profile.time,8577
space,18_-,1,coarse-grained.profile.size,524
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v18/v18_c.sites
space,18_-,1,coarse-grained.profile.number,136
space,18_-,1,fine-grained.profile.time,73547
space,18_-,1,fine-grained.profile.size,567274
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v18/v18_f.sites
space,18_-,1,fine-grained.profile.number,459134
space,18_-,1,fine-grained.preprocess.size,1986536
space,18_-,1,fine-grained.preprocess.time,86688
space,18_-,1,fine-grained.preprocess.number,5191 
space,18_-,1,fine-grained.preprocess.time_p,86425.0
space,18_-,1,fine-grained.mine.size,6072
space,18_-,1,fine-grained.mine.time,98666
space,18_-,1,boost,0.05
space,18_-,1,boost.functions.count,10
space,18_-,1,boost.includes,-sampler-include-method=angclaus -sampler-include-method=angstep -sampler-include-method=extsize -sampler-include-method=grwrite -sampler-include-method=sgrampun -sampler-include-method=sgrphaun -sampler-include-method=sgrrot -sampler-include-method=simpol -sampler-include-method=trigrdef -sampler-include-method=versdef
space,18_-,1,boost.preprocess.size,569856
space,18_-,1,boost.preprocess.time,1519
space,18_-,1,boost.preprocess.number,303 
space,18_-,1,boost.preprocess.time_p,1356.0
space,18_-,1,boost.mine.size,5820
space,18_-,1,boost.mine.time,1467
space,18_-,1,theta,0.098959
space,18_-,1,prune.functions.count,69
space,18_-,1,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=angclaus -sampler-include-method=angstep -sampler-include-method=angunit -sampler-include-method=angval -sampler-include-method=circspec -sampler-include-method=doubstep -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=extsize -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=hexgrdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recgrdef -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=sgrampun -sampler-include-method=sgrphaun -sampler-include-method=sgrrot -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=trigrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha -sampler-include-method=versdef
space,18_-,1,prune.preprocess.size,1721600
space,18_-,1,prune.preprocess.time,48329
space,18_-,1,prune.preprocess.number,4272 
space,18_-,1,prune.preprocess.time_p,48086.0
space,18_-,1,prune.mine.size,5980
space,18_-,1,prune.mine.time,74790
space,18_-,1,boost.profile.time,9476
space,18_-,1,boost.profile.size,7059
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v18/v18_b.sites
space,18_-,1,boost.profile.number,5372
space,18_-,1,prune.profile.time,46628
space,18_-,1,prune.profile.size,268819
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v18/v18_p.sites
space,18_-,1,prune.profile.number,215028
space,18_-,1,prune-minus-boost.profile.time,43684
space,18_-,1,prune-minus-boost.profile.size,241374
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v18/v18_pmb.sites
space,18_-,1,prune-minus-boost.profile.number,192652
space,18_-,1,end
