3,22,1,start
3,22,1,raw.profile.time,3847
3,22,1,coarse-grained.profile.time,6412
3,22,1,coarse-grained.profile.number,6042
3,22,1,coarse-grained.profile.size,1984
3,22,1,fine-grained.profile.time,390771
3,22,1,fine-grained.profile.size,127096
3,22,1,fine-grained.profile.number,191207
3,22,1,fine-grained.preprocess.size,10630000
3,22,1,fine-grained.preprocess.time,35383
3,22,1,fine-grained.preprocess.number,2217
3,22,1,fine-grained.preprocess.time_p,34083.0
3,22,1,fine-grained.mine.size,56192
3,22,1,fine-grained.mine.time,2131
3,22,1,boost.includes,-sampler-include-method=-org.apache.commons.math3.special.Beta--double-logBeta-double,double-- -sampler-include-method=-org.apache.commons.math3.distribution.UniformRealDistribution--double-density-double--
3,22,1,boost.profile.number,17
3,22,1,boost.profile.time,4685
3,22,1,boost.profile.size,416
3,22,1,boost.preprocess.size,188944
3,22,1,boost.preprocess.time,1231
3,22,1,boost.preprocess.number,30
3,22,1,boost.preprocess.time_p,600.0
3,22,1,boost.mine.size,19632
3,22,1,boost.mine.time,76
3,22,1,prune.theta,0.041480
3,22,1,prune.includes,-sampler-include-method=-org.apache.commons.math3.special.Beta--double-logBeta-double,double-- -sampler-include-method=-org.apache.commons.math3.distribution.UniformRealDistribution--double-density-double-- -sampler-include-method=-org.apache.commons.math3.distribution.FDistribution--double-density-double-- -sampler-include-method=-org.apache.commons.math3.random.AbstractWell--void-setSeed-long-- -sampler-include-method=-org.apache.commons.math3.random.AbstractWell--void-setSeed-int[]-- -sampler-include-method=-org.apache.commons.math3.random.AbstractWell--void--init--int,int,int,int,int[]-- -sampler-include-method=-org.apache.commons.math3.distribution.UniformRealDistribution--void--init--org.apache.commons.math3.random.RandomGenerator,double,double,double-- -sampler-include-method=-org.apache.commons.math3.distribution.FDistribution--void--init--org.apache.commons.math3.random.RandomGenerator,double,double,double-- -sampler-include-method=-org.apache.commons.math3.special.Beta--double-logBeta-double,double,double,int-- -sampler-include-method=-org.apache.commons.math3.util.FastMath--double-floor-double-- -sampler-include-method=-org.apache.commons.math3.special.Gamma--double-logGamma1p-double-- -sampler-include-method=-org.apache.commons.math3.util.FastMath--double-log1p-double-- -sampler-include-method=-org.apache.commons.math3.special.Gamma--double-invGamma1pm1-double-- -sampler-include-method=-org.apache.commons.math3.util.FastMath--double-exp-double-- -sampler-include-method=-org.apache.commons.math3.special.Gamma--double-logGamma-double-- -sampler-include-method=-org.apache.commons.math3.util.FastMath--double-exp-double,double,double[]-- -sampler-include-method=-org.apache.commons.math3.util.FastMath--double-log-double-- -sampler-include-method=-org.apache.commons.math3.util.FastMath--double-log-double,double[]--
3,22,1,prune.includes_diff,-sampler-include-method=-org.apache.commons.math3.distribution.FDistribution--double-density-double-- -sampler-include-method=-org.apache.commons.math3.random.AbstractWell--void-setSeed-long-- -sampler-include-method=-org.apache.commons.math3.random.AbstractWell--void-setSeed-int[]-- -sampler-include-method=-org.apache.commons.math3.random.AbstractWell--void--init--int,int,int,int,int[]-- -sampler-include-method=-org.apache.commons.math3.distribution.UniformRealDistribution--void--init--org.apache.commons.math3.random.RandomGenerator,double,double,double-- -sampler-include-method=-org.apache.commons.math3.distribution.FDistribution--void--init--org.apache.commons.math3.random.RandomGenerator,double,double,double-- -sampler-include-method=-org.apache.commons.math3.special.Beta--double-logBeta-double,double,double,int-- -sampler-include-method=-org.apache.commons.math3.util.FastMath--double-floor-double-- -sampler-include-method=-org.apache.commons.math3.special.Gamma--double-logGamma1p-double-- -sampler-include-method=-org.apache.commons.math3.util.FastMath--double-log1p-double-- -sampler-include-method=-org.apache.commons.math3.special.Gamma--double-invGamma1pm1-double-- -sampler-include-method=-org.apache.commons.math3.util.FastMath--double-exp-double-- -sampler-include-method=-org.apache.commons.math3.special.Gamma--double-logGamma-double-- -sampler-include-method=-org.apache.commons.math3.util.FastMath--double-exp-double,double,double[]-- -sampler-include-method=-org.apache.commons.math3.util.FastMath--double-log-double-- -sampler-include-method=-org.apache.commons.math3.util.FastMath--double-log-double,double[]--
3,22,1,prune_s.profile.number,2844
3,22,1,prune_s.profile.time,29213
3,22,1,prune_s.profile.size,2184
3,22,1,prune.profile.number,2869
3,22,1,prune.profile.time,31864
3,22,1,prune.profile.size,2188
3,22,1,prune.preprocess.size,4395744
3,22,1,prune.preprocess.time,6937
3,22,1,prune.preprocess.number,2214
3,22,1,prune.preprocess.time_p,5994.0
3,22,1,prune.mine.size,56192
3,22,1,prune.mine.time,2355
3,22,1,end
