3,56,5,start
3,56,5,raw.profile.time,506
3,56,5,coarse-grained.profile.time,893
3,56,5,coarse-grained.profile.number,4569
3,56,5,coarse-grained.profile.size,84
3,56,5,fine-grained.profile.time,25103
3,56,5,fine-grained.profile.size,4852
3,56,5,fine-grained.profile.number,142939
3,56,5,fine-grained.preprocess.size,2596768
3,56,5,fine-grained.preprocess.time,10308
3,56,5,fine-grained.preprocess.number,5088
3,56,5,fine-grained.preprocess.time_p,9257.0
3,56,5,fine-grained.mine.size,42928
3,56,5,fine-grained.mine.time,1701
3,56,5,boost.includes,-sampler-include-method=-org.apache.commons.math.util.MathUtils--void--clinit---- -sampler-include-method=-org.apache.commons.math.util.FastMath--double-expint-int,double[]--
3,56,5,boost.profile.number,7
3,56,5,boost.profile.time,433
3,56,5,boost.profile.size,24
3,56,5,boost.preprocess.size,142640
3,56,5,boost.preprocess.time,1296
3,56,5,boost.preprocess.number,25
3,56,5,boost.preprocess.time_p,411.0
3,56,5,boost.mine.size,18912
3,56,5,boost.mine.time,89
3,56,5,prune.theta,0.721928
3,56,5,prune.includes,-sampler-include-method=-org.apache.commons.math.util.MathUtils--void--clinit---- -sampler-include-method=-org.apache.commons.math.util.FastMath--double-expint-int,double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-splitAdd-double[],double[],double[]-- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter-Iterator--boolean-hasNext--- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter-Iterator--java.lang.Integer-next--- -sampler-include-method=-org.apache.commons.math.util.FastMath--double-slowexp-double,double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-split-double,double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--double-slowSin-double,double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--double-slowCos-double,double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--void--clinit---- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-splitMult-double[],double[],double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--double[]-slowLog-double-- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-resplit-double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-buildSinCosTables--- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-quadMult-double[],double[],double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-splitReciprocal-double[],double[]-- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter-Iterator--int-getCount-int-- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter-Iterator--void--init--org.apache.commons.math.util.MultidimensionalCounter-- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter--int[]-getCounts-int-- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter--int-getCount-int[]-- -sampler-include-method=-org.apache.commons.math.util.MathUtils--int[]-copyOf-int[],int-- -sampler-include-method=-org.apache.commons.math.util.FastMath--int-min-int,int-- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter--void--init--int[]--
3,56,5,prune.includes_diff,-sampler-include-method=-org.apache.commons.math.util.FastMath--void-splitAdd-double[],double[],double[]-- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter-Iterator--boolean-hasNext--- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter-Iterator--java.lang.Integer-next--- -sampler-include-method=-org.apache.commons.math.util.FastMath--double-slowexp-double,double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-split-double,double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--double-slowSin-double,double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--double-slowCos-double,double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--void--clinit---- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-splitMult-double[],double[],double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--double[]-slowLog-double-- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-resplit-double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-buildSinCosTables--- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-quadMult-double[],double[],double[]-- -sampler-include-method=-org.apache.commons.math.util.FastMath--void-splitReciprocal-double[],double[]-- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter-Iterator--int-getCount-int-- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter-Iterator--void--init--org.apache.commons.math.util.MultidimensionalCounter-- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter--int[]-getCounts-int-- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter--int-getCount-int[]-- -sampler-include-method=-org.apache.commons.math.util.MathUtils--int[]-copyOf-int[],int-- -sampler-include-method=-org.apache.commons.math.util.FastMath--int-min-int,int-- -sampler-include-method=-org.apache.commons.math.util.MultidimensionalCounter--void--init--int[]--
3,56,5,prune_s.profile.number,2738
3,56,5,prune_s.profile.time,28780
3,56,5,prune_s.profile.size,112
3,56,5,prune.profile.number,2753
3,56,5,prune.profile.time,29015
3,56,5,prune.profile.size,112
3,56,5,prune.preprocess.size,1992832
3,56,5,prune.preprocess.time,3397
3,56,5,prune.preprocess.number,5088
3,56,5,prune.preprocess.time_p,2550.0
3,56,5,prune.mine.size,42304
3,56,5,prune.mine.time,708
3,56,5,end
