space,9_-,5,start
space,9_-,5,fine-grained.preprocess.size,1959100
space,9_-,5,fine-grained.preprocess.time,139545
space,9_-,5,fine-grained.preprocess.number,8089 
space,9_-,5,fine-grained.preprocess.time_p,139299.0
space,9_-,5,fine-grained.mine.size,5840
space,9_-,5,fine-grained.mine.time,40038
space,9_-,5,boost,0.05
space,9_-,5,boost.functions.count,12
space,9_-,5,boost.includes,-sampler-include-method=addscan -sampler-include-method=blockdef -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=grwrite -sampler-include-method=intmax -sampler-include-method=intmin -sampler-include-method=mksblock -sampler-include-method=sgrphaun -sampler-include-method=simamp -sampler-include-method=simpha -sampler-include-method=simpol
space,9_-,5,boost.preprocess.size,1093280
space,9_-,5,boost.preprocess.time,2571
space,9_-,5,boost.preprocess.number,614 
space,9_-,5,boost.preprocess.time_p,2331.0
space,9_-,5,boost.mine.size,5828
space,9_-,5,boost.mine.time,1763
space,9_-,5,theta,0.803930
space,9_-,5,prune.functions.count,59
space,9_-,5,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=blockdef -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=intmax -sampler-include-method=intmin -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=mksblock -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,9_-,5,prune.preprocess.size,1696976
space,9_-,5,prune.preprocess.time,43665
space,9_-,5,prune.preprocess.number,4353 
space,9_-,5,prune.preprocess.time_p,43410.0
space,9_-,5,prune.mine.size,5808
space,9_-,5,prune.mine.time,42002
space,9_-,5,boost.profile.time,10313
space,9_-,5,boost.profile.size,11975
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v9/v9_b.sites
space,9_-,5,boost.profile.number,9396
space,9_-,5,prune.profile.time,41860
space,9_-,5,prune.profile.size,237676
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v9/v9_p.sites
space,9_-,5,prune.profile.number,189490
space,9_-,5,prune-minus-boost.profile.time,38066
space,9_-,5,prune-minus-boost.profile.size,192962
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v9/v9_pmb.sites
space,9_-,5,prune-minus-boost.profile.number,153008
space,9_-,5,end
