space,12_-,10,start
space,12_-,10,fine-grained.preprocess.size,1934540
space,12_-,10,fine-grained.preprocess.time,105564
space,12_-,10,fine-grained.preprocess.number,5186 
space,12_-,10,fine-grained.preprocess.time_p,105282.0
space,12_-,10,fine-grained.mine.size,5824
space,12_-,10,fine-grained.mine.time,121039
space,12_-,10,boost,0.05
space,12_-,10,boost.functions.count,10
space,12_-,10,boost.includes,-sampler-include-method=angclaus -sampler-include-method=angstep -sampler-include-method=extsize -sampler-include-method=grwrite -sampler-include-method=sgrampun -sampler-include-method=sgrphaun -sampler-include-method=sgrrot -sampler-include-method=simpol -sampler-include-method=trigrdef -sampler-include-method=versdef
space,12_-,10,boost.preprocess.size,460772
space,12_-,10,boost.preprocess.time,1686
space,12_-,10,boost.preprocess.number,303 
space,12_-,10,boost.preprocess.time_p,1522.0
space,12_-,10,boost.mine.size,5880
space,12_-,10,boost.mine.time,1498
space,12_-,10,theta,0.085253
space,12_-,10,prune.functions.count,70
space,12_-,10,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=angclaus -sampler-include-method=angstep -sampler-include-method=angunit -sampler-include-method=angval -sampler-include-method=blockdef -sampler-include-method=circspec -sampler-include-method=doubstep -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=extsize -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=hexgrdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recgrdef -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=sgrampun -sampler-include-method=sgrphaun -sampler-include-method=sgrrot -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=trigrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha -sampler-include-method=versdef
space,12_-,10,prune.preprocess.size,1707200
space,12_-,10,prune.preprocess.time,65061
space,12_-,10,prune.preprocess.number,4345 
space,12_-,10,prune.preprocess.time_p,64813.0
space,12_-,10,prune.mine.size,5832
space,12_-,10,prune.mine.time,85170
space,12_-,10,boost.profile.time,9733
space,12_-,10,boost.profile.size,10024
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v12/v12_b.sites
space,12_-,10,boost.profile.number,5372
space,12_-,10,prune-minus-boost.profile.time,41732
space,12_-,10,prune-minus-boost.profile.size,249020
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v12/v12_pmb.sites
space,12_-,10,prune-minus-boost.profile.number,196188
space,12_-,10,end
