space,13_-,1,start
space,13_-,1,coarse-grained.profile.time,8326
space,13_-,1,coarse-grained.profile.size,532
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v13/v13_c.sites
space,13_-,1,coarse-grained.profile.number,136
space,13_-,1,fine-grained.profile.time,76637
space,13_-,1,fine-grained.profile.size,567282
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v13/v13_f.sites
space,13_-,1,fine-grained.profile.number,459134
space,13_-,1,fine-grained.preprocess.size,1948440
space,13_-,1,fine-grained.preprocess.time,105270
space,13_-,1,fine-grained.preprocess.number,5326 
space,13_-,1,fine-grained.preprocess.time_p,105005.0
space,13_-,1,fine-grained.mine.size,5916
space,13_-,1,fine-grained.mine.time,47034
space,13_-,1,boost,0.05
space,13_-,1,boost.functions.count,6
space,13_-,1,boost.includes,-sampler-include-method=angclaus -sampler-include-method=angstep -sampler-include-method=doubstep -sampler-include-method=hexgrdef -sampler-include-method=trigrdef -sampler-include-method=versdef
space,13_-,1,boost.preprocess.size,303004
space,13_-,1,boost.preprocess.time,1144
space,13_-,1,boost.preprocess.number,104 
space,13_-,1,boost.preprocess.time_p,1020.9999999999999
space,13_-,1,boost.mine.size,5808
space,13_-,1,boost.mine.time,1725
space,13_-,1,theta,0.259147
space,13_-,1,prune.functions.count,59
space,13_-,1,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=angclaus -sampler-include-method=angstep -sampler-include-method=circspec -sampler-include-method=doubstep -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=fixgramp -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=hexgrdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recgrdef -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=trigrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha -sampler-include-method=versdef
space,13_-,1,prune.preprocess.size,1684896
space,13_-,1,prune.preprocess.time,41367
space,13_-,1,prune.preprocess.number,3490 
space,13_-,1,prune.preprocess.time_p,41128.0
space,13_-,1,prune.mine.size,5876
space,13_-,1,prune.mine.time,35879
space,13_-,1,boost.profile.time,9651
space,13_-,1,boost.profile.size,6983
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v13/v13_b.sites
space,13_-,1,boost.profile.number,5358
space,13_-,1,prune.profile.time,46693
space,13_-,1,prune.profile.size,256428
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v13/v13_p.sites
space,13_-,1,prune.profile.number,204974
space,13_-,1,prune-minus-boost.profile.time,41095
space,13_-,1,prune-minus-boost.profile.size,225116
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v13/v13_pmb.sites
space,13_-,1,prune-minus-boost.profile.number,179342
space,13_-,1,end
